mies mjes
marinaje ma.ɾiˈna.xe
corcovado koɾ.ko.ˈβa.ðo
agapanto a.ɣaˈpan̪.to
novedad no.βeˈðað
gavilla ga'βi.λa
charamusca ʧa.ɾaˈmus.ka
curul ku.ˈɾul
uncial un.ˈsjal
estanque esˈtan̪.ke
malsano malˈsa.no
brevipenne ˌbɾe.βiˈpen.ne
encuesta eŋˈkwes.ta
cansancio kan.ˈsan.sjo
oploteca o.ploˈte.ka
bayo ˈba.ʝo
mancebo manˈse.βo
aguardentero a.ɣwaɾ.ðen̪ˈte.ɾo
abareque a.βaˈɾe.ke
delicioso de.liˈsjo.so
canoso kaˈno.so
metabolismo me.ta.βo.ˈlis.mo
barretina ba.r̄e.ˈti.na
detente deˈten̪.te
circunscrito siɾ.kunsˈkɾi.to
secuestrar se.kwesˈtɾaɾ
fisionar fi.sjoˈnaɾ
cacarear ka.ka.ɾe.ˈaɾ
mexicalense me.xi.kaˈlen.se
anchamente ˌan.tʃaˈmen̪.te
bonaerense bo.na.eˈɾen.se
agavanzo a.ɣaˈβan.so
ajonje aˈxoŋ.xe
acatarrar aˌka.taˈraɾ
aforisma a.foˈɾis.ma
adobera a.ðoˈβe.ɾa
predominio pɾe.ðoˈmi.njo
francachela fɾaŋ.kaˈt͡ʃe.la
local lo.ˈkal
saludo saˈlu.ðo
cachirulo ka.t͡ʃiˈɾu.lo
grandor gɾan̪ˈdoɾ
moraga moˈɾa.ɰa
chapuzar tʃa.pu.ˈsaɾ
sobrecubierta ˌso.βɾe.kuˈβjeɾ.ta
espinazo es.piˈna.so
pajarita pa.xaˈɾi.ta
umbroso umˈbɾo.so
relicto reˈlik.to
embrocar em.bɾoˈkaɾ
palangana pa.laŋˈga.na
mantel manˈtel
requintar re.kinˈtaɾ
redondo re.ˈðon.ðo
giste ˈxis.te
bufanda buˈfan.da
esferal es.feˈɾal
urna ˈuɾ.na
mostelera mos.te'le.ɾa
docena doˈse.na
eternidad e.teɾ.niˈðað
talonario ta.loˈna.ɾjo
agricultor a.ɣɾi.kulˈtoɾ
afronegro ˌa.fɾoˈne.ɣɾo
pileta piˈle.ta
animar a.niˈmaɾ
conquista koŋˈkis.ta
achicharrar a.tʃi.tʃaˈraɾ
suturar su.tuˈɾaɾ
sote ˈso.te
guirlache giɾˈla.tʃe
gen xen
ultimidad ul.ti.miˈðað
testimonio tes.tiˈmo.njo
pitarra piˈta.ra
provecho pɾoˈβe.tʃo
abrasadamente a.βɾaˈsa.ðaˌmen̪.te
guiso ˈgi.so
quique ˈki.ke
admirar ad.miˈɾaɾ
acorralar a.ko.raˈlaɾ
arto ˈaɾ.to
testigo tesˈti.ɣo
escorbuto es.koɾˈβu.to
odio ˈo.ðjo
virtud biɾ.t̪uð̞
oliente oˈljen̪.te
salangana sa.laŋˈga.na
tendedero ten̪.deˈðe.ɾo
samba ˈsam.ba
fetichista fe.tiˈtʃis.ta
conciencia kon̪ˈsjen̪.sja
marica maˈɾi.ka
abulia aˈβu.lja
miserable mi.se.ɾa.βle
espernancarse es.peɾ.naŋˈkaɾ.se
achucuyar a.tʃu.kuˈʝaɾ
receta reˈse.ta
adornar a.ðoɾˈnaɾ
abotagarse a.βo.taˈɣaɾ.se
acimentarse a.si.men̪ˈtaɾ.se
digestivo di.xes.ˈti.βo
foca ˈfo.ka
upa ˈu.pa
cauce ˈkaw.se
puelche ˈpwel.tʃe
servilletero seɾ.βi.ʎe.ˈte.ɾo
pulso ˈpul.so
espicanardo es.pi.kaˈnaɾ.ðo
abarrer a.βaˈreɾ
alcamiz al.kaˈmis
muisca ˈmʷɨs.ka
catastrofista ka.tas.tɾoˈfis.ta
naranjo naˈɾan.xo
sentada senˈta.ða
orvallo oɾ.βa.ˈʎo
revesar re.βeˈsaɾ
trenque ˈtɾeŋ.ke
librete liˈβɾe.te
lograr loˈgɾaɾ
maracucho ma.ɾaˈku.t͡ʃo
chicle ˈtʃi.kle
inmisericorde in.mi.se.ɾiˈkoɾ.ðe
mapa ˈma.pa
afanador a.fa.naˈðoɾ
luego ˈlwe.ɣo
abrigadura a.βɾi.ɣaˈðu.ɾa
cajero kaˈxe.ɾo
asutilar a.su.tiˈlaɾ
treinta ˈtɾe̞jn̪.ta̠
converger kom.βeɾˈxeɾ
coy koj
alcahotar al.ka.oˈtaɾ
paridad pa.ɾiˈðað
inercia iˈneɾ.sja
irregular i.re.ɰuˈlaɾ
falacia fa.ˈla.sia
defraudar de.frawˈðaɾ
gabacho gaˈβa.tʃo
tandero taŋˈde.ɾo
coleto koˈle.to
lema ˈle.ma
transfundir tɾans.fun̪ˈdir
esa ˈe.sa
salmantino sal.man̪ˈti.no
impermeable im.peɾ.meˈa.βle
abejonear a.βe.xo.neˈaɾ
lavar laˈβaɾ
negro ˈne.ɰɾo
sostenimiento sos.te.niˈmjen.to
trepadera tɾe.paˈðe.ɾa
aposta aˈpos.ta
enfervorecer eɱ.feɾ.βo.ɾeˈseɾ
paparazzi pa.paˈɾa.tsi
periodismo pe.ɾjoˈðis.mo
acabada a.ka.ˈβa.ða
platicable pla.tiˈka.βle
alcaloide al.kaˈloj.ðe
mamparo mamˈpa.ɾo
hambruna amˈbɾu.na
presidio pɾeˈsi.ðjo
mexicano me.xiˈka.no
paisano pajˈsa.no
epitelio e.piˈte.ljo
peonza peˈon.sa
trono ˈtɾo.no
faenar fa.eˈnaɾ
anafre aˈna.fɾe
debruzar de.βɾuˈsaɾ
balacera ba.la.ˈse.ɾa
cumbia ˈkum.bja
matar ma.ˈtaɾ
percochar per ko ˈt∫ar
fortificar foɾ.ti.fiˈkaɾ
esnifar es.niˈfaɾ
injerir iŋ.xeˈɾiɾ
deuda ˈdew.ða
molliznar mo.ʎis.ˈnaɾ
rotatorio ro.taˈto.ɾjo
tesauro teˈsaw.ɾo
pinar piˈnaɾ
daca ˈda.ka
eunuco ewˈnu.ko
enralecer enra.leˈseɾ
urdu ˈuɾ.ðu
saboteador sa.βo.teaˈðoɾ
susurrador su.su.raˈðoɾ
amalgamamiento a.mal.ɣa.maˈmjen.to
sobreexceder so.βɾe.eks.seˈðeɾ
vidriar biˈðɾjaɾ
sacudidor sa.ku.ðiˈðoɾ
abemoladamente a.βe.moˈla.ðaˈmen̪.te
poiquilotermo poj.ki.lo.ˈteɾ.mo
suficiencia su.fiˈsjen.sja
desbarrancar des.βa.raŋˈkaɾ
elaborable e.la.βoˈɾa.βle
formador foɾ.maˈðoɾ
derretimiento de.re.tiˈmjen̪.to
biempensante bjem.penˈsan̪.te
desvalorar des.βa.loˈɾaɾ
enviudar en.βjwˈðaɾ
dinero diˈne.ɾo
clave ˈkla.βe
ejote eˈxo.te
cedulaje se.ðuˈla.xe
baritina ba.ɾiˈti.na
adenia aˈðe.nja
adventismo að.βen̪ˈtis.mo
gemelo xeˈme.lo
refregar re.fɾeˈɣaɾ
vatio ˈba.tjo
promesa pɾoˈme.sa
inclinador iŋ.kli.naˈðoɾ
laudable lawˈða.βle
ultraligero ˌul.tɾa.li.ˈxe.ɾo
querencioso ke.ɾenˈsjo.so
bohemio bo.ˈe.mjo
cierva ˈsjer βa
orca ˈoɾ.ka
coherencia ko.eˈɾen.sja
amplio ˈam.pljo
fasces ˈfas̺.ses̺
veramente ˈbe.ɾaˈmen.te
gavillero ga.βiˈʎe.ɾo
achacar a.ʈʃaˈkaɾ
aculebrinado a.ku.le.βɾiˈna.ðo
tachero taˈtʃe.ɾo
guachalomo gwa.tʃaˈlo.mo
comadrear ko.ma.ðɾeˈaɾ
valgo ˈbal.ɡo
vulcanista bul.kaˈnis.ta
transitorio tɾan.siˈto.ɾjo
lavadero la.βaˈðe.ɾo
tortuoso toɾˈtwo.so
efundir e.fun̪ˈdir
misterio mis.ˈte.ɾjo
jindama xinˈda.ma
gastar gasˈtaɾ
malversador mal.βeɾ.saˈðoɾ
estucado es.tuˈka.ðo
alborotero al.βo.ɾoˈte.ɾo
acampar a.kamˈpaɾ
litografiar li.to.ɣɾaˈfjaɾ
topil toˈpil
ecuanimidad e.kwa.ni.mi.ˈðað
secuela seˈkwe.la
mechero meˈtʃe.ɾo
esmuir esˈmwiɾ
pajilla paˈxi.ʎa
quieto ˈkje.to
tejuela teˈxwe.la
jaguar xaˈɰwaɾ
encogidamente eŋ.koˈxi.ðaˈmen̪.te
adventicio að.βen̪ˈti.sjo
responsabilidad res.pon.sa.β̞i.liˈðað
albaricoque al.βa.ɾiˈko.ke
desencarcelar des.en.caɾ.ceˈlaɾ
parlante paɾˈlan.te
hostilidad os.ti.liˈðað
coplero ko.ˈple.ɾo
barbecho baɾˈβe.tʃo
investigar im.bes.tiˈɰaɾ
plantel planˈtel
infortuno iɱ.foɾˈtu.no
elucubrador e.lu.ku.βɾaˈðoɾ
emperezar em.pe.ɾeˈsaɾ
bollera boˈʎe.ɾa
caveto  kaˈβe.to 
clamoso klaˈmo.so
cataclismo ka.ta.ˈklis.mo
disculpable dis.kulˈpa.βle
bitumen biˈtu.men
alcanzable al.kanˈsa.βle
sustraendo sus.tɾaˈen̪.do
alabastrites a.la.βasˈtɾi.tes
lid lið
encarecimiento eŋ.ka.ɾe.siˈmjen.to
guardadamas gwaɾ.ðaˈða.mas
hablar aˈβlaɾ
masageta ma.saˈxe.ta
aeromodelismo a.e.ɾo.mo.ðeˈlis.mo
fetichismo fe.tiˈtʃis.mo
espartizal es.paɾ.tiˈzal
eucarionte ew.kaˈɾjon̪.te
matojo ma.ˈto.xo
trompo ˈtɾom.po
resalir re.saˈliɾ
chalana tʃaˈla.na
abatidura a.βa.ti.ˈðu.ɾa
merecedor me.ɾe.seˈðoɾ
avocar a.βoˈkaɾ
acular a.kuˈlaɾ
salumbre saˈlum.bɾe
retazo re.ˈta.so
fiesta ˈfjes.ta
chuchoca tʃuˈtʃo.ka
habitar a.βi.ˈtaɾ
bordiona boɾˈðjo.na
encuentro eŋˈkwen.tɾo
lejura leˈxu.ɾa
lentificar len̪.ti.fiˈkaɾ
voseo boˈse.o
anclear aŋ.kleˈaɾ
neuralgia new.ˈɾal.xja
congratular koŋ.gɾa.tuˈlaɾ
embudo emˈbu.ðo
acetal a.seˈtal
actuaria akˈtwa.ɾja
moneda moˈne.ða
lambda ˈlamb.ða
ciudad sjuˈðað
esquinazo es.kiˈna.so
cornisamiento koɾ.ni.saˈmjen̪.to
plano ˈpla.no
surrealismo su.re.aˈlis.mo
mixtura miks.ˈtu.ra
afer aˈfeɾ
abroquelar a.βɾo.keˈlaɾ
estornino es.toɾ.ˈni.no
curiche kuˈɾi.tʃe
torrente to.ˈren.te
diafragma dja.ˈfɾaɰ.ma
autoestima aw.to.esˈti.ma
cabezazo ka.βeˈsa.so
arriacense a.rja.ˈsen.se
permiso peɾˈmi.so
talonero ta.loˈne.ɾo
afta ˈaf.ta
sudamericano su.ða.me.ɾiˈka.no
copero koˈpe.ɾo
conmiserativo kon.mi.se.ɾaˈti.βo
lote ˈlo̞.te
agiotista a.xjoˈtis.ta
moharra moˈa.ra
acongojar a.koŋ.goˈxar
comunicar ko.mu.niˈkaɾ
loquios ˈlo.kjos
tierra ˈtje.ra
ajedrecista a.xe.ðɾeˈsis.ta
napolitano na.po.li.ˈta.no
brincar bɾiŋˈkaɾ
malambo maˈlam.bo
existencial ek.sis.tenˈsjal
pereza peˈɾe.sa
agresividad a.ɣɾe.si.βiˈðað
cristal kɾis.ˈtal
burocracia bu.ɾoˈkɾa.sja
natural na.tu.ˈɾal
sanidad sa.niˈðað
aclareo a.klaˈɾe.o
pelirrojo pe.liˈro.xo
vergelero beɾ.ɣeˈle.ɾo
interracial in.te.raˈsjal
taciturno ta.siˈtuɾ.no
perspicaz pers.piˈkas
silampa siˈlam.pa
babor ba.ˈβor
perverso peɾˈβeɾ.so
agridulce a.ɣɾiˈðul.se
acaparrosado a.ka.pa.roˈsa.ðo
mejicanismo me.xi.kaˈnis.mo
majeza maˈxe.sa
magrura maˈɣɾu.ɾa
dragona dɾaˈɰo.na
guante ˈgwan.te
llanto ˈʝa.nto
pirineo pi.ɾiˈne.o
balancear ba.lan.seˈaɾ
universal u.ni.βeɾˈsal
coliflor ko.liˈfloɾ
academizar a.ka.ðe.miˈsaɾ
adquisitivo að.ki.siˈti.βo
datilado da.tiˈla.ðo
moflete moˈfle.te
admirable að.miˈɾa.βle
cocinar ko.siˈnaɾ
agudez a.ɣuˈðes
sello ˈse.ʝo
poligamia po.liˈɣa.mja
empobrecer em.po.βɾeˈseɾ
productivo pɾo.ðukˈti.βo
decretar de.kɾeˈtaɾ
apurar a.puˈɾaɾ
por ˈpoɾ
remedar re.me.ˈðaɾ
robustez ro.βusˈtes
gesticuloso xes.ti.kuˈlo.so
amiguete a.miˈɣe.te
salival sa.li.ˈβal
mor moɾ
abemolar a.βe.moˈlaɾ
pegar peˈɰaɾ
frutecer fɾu.teˈseɾ
lande ˈlan.de
guillame giˈʎa.me
vital biˈtal
almojerifazgo al.mo.xe.ɾiˈfas.ɣo
poyo ˈpo.ʝo
pereion peˈɾe.jon
enfriar en.fɾiˈaɾ
garantizar ga.ɾan̪.tiˈsaɾ
extorsionar eks.tor.ˈsjon
decalcificar de.kal̥.si.fiˈkaɾ
acuoso aˈkwo.so
adonde a.ˈðon.d̪e
amante aˈman̪.te
prevaleciente pɾe.βa.leˈsjen̪.te
falcar falˈkaɾ
pronosticar pɾo.nos.tiˈkaɾ
entablamento en̪.ta.βlaˈmen̪.to
heroida eˈɾoj.ða
etanol e.taˈnol
hojaldre oˈxal.dɾe
inesperado i.nes.peˈɾa.ðo
uno ˈu.no
medicamento me.ði.ka.ˈmen.to
regencia reˈxen.sja
agropecuario a.ɣɾo.peˈkwa.ɾjo
atril aˈtɾil
farrista faˈris.ta
equivocar e.ki.βoˈkaɾ
zorruno soˈru.no
definitivamente de.fi.niˈti.βaˈmen.te
carrusel ka.ru.ˈsel
exhibir e.ksiˈβiɾ
acetar a.seˈtaɾ
adala aˈða.la
erradicar e.ra.ðiˈkaɾ
sargento saɾˈxen̪.to
embarazosamente em.ba.ɾaˈso.saˈmen.te
recavar reˈka.βaɾ
carda ˈkaɾ.ða
lazareto la.sa.ˈɾe.to
feo ˈfe.o
filmoteca fil.moˈte.ka
pragmatismo pɾag.maˈtis.mo
disfagia disˈfa.xja
austriaco awsˈtɾja.ko
crujiente kɾuˈxjen.te
fulgir fulˈxiɾ
aborujar a.βo.ɾuˈxaɾ
vulcanita bul.kaˈni.ta
partida paɾˈti.ða
suciedad su.sjeˈðað
daza ˈða.sa
adjetival að.xe.tiˈβal
concatenar ko̞n.ka.teˈnaɾ
votante boˈtan̪.te
churana tʃuˈɾa.na
miastenia mjasˈte.nja
baceta baˈse.ta
madera maˈðe.ɾa
prole ˈpɾo.le
cobla ko.βla
aerolito a.e.ɾoˈli.to
aviso a.ˈβi.so
riscal ris.ˈkal
huaino ˈwaj.no
petulante pe.tuˈlan.te
sintonizar sin̪.to.niˈsaɾ
alucinante a.lu.siˈnan̪.te
editar e.ðiˈtaɾ
provechosamente pɾo.βeˈtʃo.saˈmen.te
bandidaje ban.diˈða.xe
achicharramiento a.tʃi.tʃaˈraˈmjen̪.to
costosamente kosˈto.saˈmen̪.te
pical pi.ˈkal
dinoterio di.no.ˈte.ɾjo
setenta se.ˈten.ta
cunicultura ku.ni.kulˈtu.ɾa
dormitar doɾ.miˈtaɾ
tropo ˈtɾo.po
gobernanza go.βeɾˈnan.sa
paracaidista pa.ɾa.kajˈðis.ta
estimular es.ti.mu.laɾ
estructura es.tɾuk.ˈtu.ɾa
manumitir ma.nu.miˈtiɾ
protector pɾo.tekˈtoɾ
enrojecer en.ro.xeˈseɾ
hedor eˈðor
arrimar a.riˈmaɾ
acontecer a.kon̪.teˈseɾ
abaleador a.βa.le.aˈðoɾ
copuchento ko.puˈtʃen̪.to
abajar a.baˈxaɾ
fabricar fa.βɾiˈkaɾ
chato ˈtʃa.to
explosivo eks.ploˈsi.βo
vuesarced bwe.saɾˈseð
dorso ˈdoɾso
menaje meˈnaxe
maldecimiento mal.de.siˈmjen.to
diecisiete dje.si.ˈsje.te
logro ˈlo.gɾo
lolita loˈli.ta
evacuativo e.βa.kwaˈti.βo
desempajar des.ˌem.pa.ˈxaɾ
acicalamiento a.si.ka.la.ˈmjen.to
vibrar bi.ˈβɾaɾ
apocopar a.po.koˈpaɾ
empero emˈpe.ɾo
imbricar im.bɾiˈkaɾ
azuela a.ˈswe.la
esternocleidomastoideo es.ˌteɾ.no.ˌklej.ðo.mas.toj.ˈðe.o
pesario pe.ˈsa.ɾjo
breca ˈbɾe.ka
tejer teˈxeɾ
elitista e.liˈtis.ta
gritador gɾi.taˈðoɾ
academicista a.ka.ðe.miˈsis.ta
acocear a.koˈseaɾ
luche ˈlu.tʃe
escribidor es.kɾi.βiˈðoɾ
calderada kal.de.ˈɾa.ða
fama 'fa.ma
amasijo a.maˈsi.xo
alcaparrosa al.ka.paˈro.sa
afruenta aˈfɾwen̪.ta
voltear bol.teˈaɾ
jaral xaˈɾal
antracosis an.tɾa.ˈko.sis
siniestro siˈnjes.tɾo
juntador χun.taˈðoɾ
suplicar su.pliˈkaɾ
coadyuvar ko.ad.ʝuˈβaɾ
aligar a.liˈɣaɾ
desproveer des.pɾo.βeˈeɾ
firme ˈfiɾ.me
fantasioso fan.taˈsjo.so
acuartelar a.kwaɾ.teˈlaɾ
escoria esˈko.ɾja
deductivo de.ðukˈti.βo
amanerado a.ma.neˈɾa.ðo
acetificador a.se.ti.fi.kaˈðoɾ
tunante tuˈnã̠n̪.te̞
malicia maˈli.sja 
magdalenense maɣ.ða.leˈnen.se
ge xe
yin ˈʝin
agroforestal a.ɣɾo.fo.ɾesˈtal
acuciar a.kuˈsjaɾ
nupcias ˈnup.sjas
barbastrense baɾ.βasˈtɾen.se
cordaje koɾˈða.xe
apendejar a.pen̪.deˈxaɾ
irrespetar i.res.peˈtaɾ
limonita li.moˈni.ta
engazar eŋ.ɣaˈsaɾ
alabancioso a.la.βanˈsjo.so
quibdoano kibˈðwa.ɲo
margarita maɾ.ɰaˈɾi.ta
coliguacho ˌko.li.ˈgwa.tʃo
amasiato a.ma.sja.to
hojear o.xeˈaɾ
estupendamente es.tuˈpen.daˈmen.te
rapar raˈpaɾ
ambo ˈam.bo
isobara i.soˈβa.ɾa
neoyorquino ne.o.ʝor.ˈki.no
barricada ba.riˈka.ða
meristemo me.ɾis.ˈte.mo
tamborino tam.boˈɾi.no
pulir puˈlir
gatera gaˈte.ɾa
rebelarse re.βeˈlaɾ.se
territorio te.riˈto.ɾjo
enclocar eŋ.kloˈkaɾ
coser ko.ˈseɾ
peer peˈeɾ
camedrio kaˈme.ðɾjo
mecanismo me.kaˈnis.mo
alucinamiento a.lu.si.naˈmjen̪.to
abogadismo a.βo.ɰaˈdis.mo
sustraer sus.tɾaˈeɾ
desmentido des.menˈti.ða
crucifijo kɾu.siˈfi.xo
practicaje pɾak.tiˈka.xe
estulticia es.tulˈti.sja
destructivo des.tɾukˈti.βo
oficializar o.fi.sja.liˈsaɾ
yak ˈʝak
inmune inˈmu.ne
oponente o.poˈnen̪.te
acroteria a.kɾoˈte.ɾja
alambiquero a.lam.biˈke.ɾo
cargado kaɾˈɰa.ðo
adherir að.eˈɾiɾ
echar e̞ˈtʃ.aɾ
plazo ˈpla.so
brote ˈbɾo.te
jinete xi.ˈne.te
cero ˈse.ɾo
cartujo kaɾ.ˈtu.xo
abrutado a.βɾuˈta.ðo
serrano seˈra.no
aspirina as.piˈɾi.na
marrubio maˈru.βjo
acertajo a.seɾˈta.xo
cidro ˈsi.ðɾo
arroz aˈros
arveja aɾˈβe.xa
caballerosidad ka.βa.ʎe.ɾo.si.ˈðað
bordonero boɾ.ðoˈne.ɾo
porosidad po.ɾo.si.ˈðað
amaraje a.maˈra.xe
fintear fin̪.teˈaɾ
gasa ˈga.sa
trepidar tɾe.piˈðaɾ
pindonga pinˈdoŋ.ga
enmugrar en.muˈɣɾaɾ
balido baˈli.ðo
chimango tʃiˈmaŋ.go
mortadela moɾ.taˈðe.la
dieta ˈdje.ta
prolijo pɾoˈli.xo
entregador en.tɾe.ɰaˈðoɾ
contar kon.ˈtar
guaca ˈgwa.ka
adverbio aðˈβeɾ.βjo
obligativo o.βli.ɰaˈti.βo
atembar a.temˈbaɾ
astuto asˈtu.to
actinia akˈti.nja
befo ˈbe.fo
adivinar a.ði.βiˈnaɾ
gracia ˈgɾa.sja
guindo ˈgin.do
precisar pɾe.siˈsaɾ
anteojo an̪.teˈo.xo
amigo aˈmi.ɣo
nos nos
desabrigar de.sa.bɾi.ˈgar
reduplicar re.ðu.pliˈkaɾ
descuajaringar des.kwa.xa.ɾiŋ.ˈgaɾ
ganada gaˈna.ða
pesca ˈpes.ka
parcialidad paɾ.sja.liˈðað
igualitario i.ɣwa.liˈta.ɾjo
artralgia aɾˈtɾal.xja
cubrenuca ku.βɾeˈnu.ka
fascinar fas.si.ˈnaɾ
riojano ri.oˈxa.no
operoso o.peˈɾo.so
gobernable go.βeɾˈna.βle
diascordio djasˈkoɾ.ðjo
tremendo tɾeˈmen̪.do
copear ko.peˈaɾ
aguamarina aˈguaˈmaˈriˈna.
emotividad ˌe.mo.ti.βiˈðað
onomatopeya o̞.no̞.ma.to̞.ˈpe.ʎa
anodino a.noˈði.no
agripalma a.ɣɾiˈpal.ma
tapadera ta.paˈðe.ɾa
nocturno nokˈtuɾ.no
trasca ˈtɾas.ka
escalinata es.ka.li.ˈna.ta.
consiguiente kon.siˈɣjen̪.te
mugar muɣaɾ
castrapuercos kas.tɾaˈpweɾ.kos
gaucho ˈgaw.tʃo
tocho ˈto.tʃo
tote ˈto.te
cincuenta siŋ.ˈkwen.ta
bancario banˈka.ɾjo
angurriento aŋ.ɰuˈrjen.to
nueso ˈnwe.so
revaluar re.βaˈlwaɾ
acullicar a.ku.ʝiˈkaɾ
plagio ˈpla.ɣjo
franco ˈfɾaŋ.ko
durazno duˈɾas.no
islam isˈlam
pandero panˈde.ɾo
guarisapo gwa.ɾiˈsa.po
prior pɾiˈoɾ
erial eˈɾial
hegeliano he.ɰeˈlja.no
dolencia doˈlen.sja
ensalzamiento en.sal.saˈmjen.to
ovario oˈβa.ɾjo
perraje peˈra.xe
onagro oˈna.ɰɾo
conventillero kom.ben.tiˈʎe.ɾo
oportunidad o.poɾ.tu.ni.ˈðað
palco ˈpal.ko
libertar li.βeɾˈtaɾ
hebreo eˈβɾe.o
prometedor pɾo.me.teˈðoɾ
andaraje an.daˈɾa.xe
patriotero pa.tɾjoˈte.ɾo
emigrante e.miˈɣɾan̪.te
liberto liˈβeɾ.to
subsistir suβ.sisˈtiɾ
empilchar em.pilˈtʃaɾ
caraba ka.ˈɾa.ba
martes ˈmaɾ.tes
bordonear boɾ.ðo.neˈaɾ
espartano es.paɾˈta.no
conserje konˈseɾ.xe
criticable kɾi.tiˈka.βle
fornido foɾˈni.ðo
bandurria banˈdu.rja
tarlatana taɾ.laˈta.na
concretar koŋ.kɾeˈtaɾ
venezolanismo be.ne.so.laˈnis.mo
percatar per.kaˈtaɾ
preexistir pɾe.ek.sisˈtiɾ
pifiar piˈfjaɾ
acometida a ko me ˈti ða
emplasto emˈplas.to
marlota maɾˈlo.ta
acepilladura a.se.pi.ʎaˈðu.ɾa
legrar leˈgɾaɾ
contonearse kon̪.to.neˈaɾ.se
lucero luˈse.ɾo
marchamo maɾˈtʃa.mo
invocar im.boˈkaɾ
lupa ˈlu.pa
haber aˈβeɾ
braza ˈbɾa.sa
tiznajo tisˈna.xo
cubicar ku.βiˈkaɾ
canjear kaŋ.xeˈaɾ
sosegado so.seˈɰa.ðo
usual uˈswal
sabana sa.ˈβ̞a.na
robustecedor ro.βus.te.seˈðoɾ
despertar des.peɾˈtaɾ
pedroche peˈðɾo.tʃe
vigor biˈɰoɾ
abanino a.βaˈni.no
agudo aˈɣu.ðo
domesticar do.mes.ti.ˈkar
banal baˈnal
enflaquecer eɱ.fla.keˈseɾ
agravante a.ɣɾaˈβan̪.te
colliguay ko.ʝiˈɰwaj
develar de.βeˈlaɾ
atigrado a.tiˈɰɾa.ðo
variante baˈɾjan̪.te
marcha ˈmaɾ.tʃa
sobrante soˈbɾan̪.te
crack ˈkɾak
debilitante de.βi.liˈtan̪.te
brazal bɾaˈsal
superabundancia ˌsu.peɾ.a.βunˈdan.sja
filial fiˈljal
revelamiento re.βe.laˈmjen̪.to
entrecavar ˌen̪.tɾe.kaˈβaɾ
guardamateriales ˌɡwaɾ.ða.ma.teˈɾja.les
achaparrado a.tʃa.paˈra.ðo
espetar es.pe.ˈtaɾ
atresnalar a.tɾes.naˈlaɾ
parachoques pa.ɾa.ˈtʃo.kes
desfortalecer des.foɾ.ta.leˈseɾ
cliente kliˈen̪.te
trovar tɾoˈβaɾ
afeador a.fe.aˈðoɾ
adafina a.ðaˈfi.na
cierzo ˈsjeɾ.so
heroico eˈɾoj.ko
acrobacia a.kro.ˈβa.sja
metamorfismo me.ta.moɾˈfis.mo
lindamente ˈlin̪.daˈmen̪.te
cortaplumas koɾ.taˈplu.mas
acaguasarse a.ka.ɣwaˈsaɾ.se
orvallar oɾ.βa.ˈʝaɾ
tedio ˈte.ðjo
catorce ka.ˈtoɾ.se
acetificar a.se.ti.fiˈkaɾ
palmilla pal.ˈmi.ʎa
imitar i.miˈtaɾ
limosnadero li.mos.naˈðe.ɾo
metaplasmo me.taˈplas.mo
perorata pe.ɾoˈra.ta
zurullo suˈɾu.ʝo
libertad li.βeɾ.ˈtað
kamikaze ka.miˈka.se
habitual a.βiˈtwal
almacenaje al.ma.seˈna.xe
calabazate ka.la.βaˈsa.te
guapear gwa.peˈaɾ
enlustrecer en.lus.tɾeˈseɾ
recuadrar ɾeˈkwa.ðɾo
uretra uˈɾe.tɾa
berma ˈbeɾ.ma
disponible dis.po.ˈni.βle
remitente re.mi.ˈten.te
singa ˈsiŋ.ga
penol peˈnol
yanacona ʝa.naˈko.na
caballerear ka.βa.ʎe.ɾe.ˈaɾ
membranoso mem.βɾa.ˈno.so
diagnosticar djag.nos.ti.ˈkar
jubiloso xu.βiˈlo.so
destajista des.taˈxis.ta
brillantemente bɾi.ʎan.teˈmen.te
impregnable im.pɾeɣˈna.βle
guardacartuchos gwaɾ.ða.kaɾˈtu.tʃos
inclusa iŋˈklu.sa
ensamblar en.sam.ˈblaɾ
bastidor βas.tiˈðoɾ
fintar fin̪ˈtaɾ
tracalada tra.kaˈla.ða
torcaz toɾˈkas
panera paˈne.ra
doce ˈdo.se
virreinato bi.rejˈna.to
litio ˈli.tjo
invitar im.biˈtaɾ
arepa aˈɾe.pa
lesera le.ˈse.ɾa
ropa ˈro.pa
abracadabrante a.βɾaˈka.ðaˌβɾan̪.te
evacuante e.βaˈkwan̪.te
asterismo as.te.ˈɾis.mo
pervivir ˌpeɾ.βiˈβiɾ
aflictivo a.flikˈti.βo
contrarreforma kon.tɾa.reˈfoɾ.ma
trasgo ˈtɾas.ɰo
vilipendio bi.li.ˈpen.djo
falsificar fal.si.fiˈkaɾ
taimarse tajˈmaɾ.se
desayunar de.sa.ʝuˈnaɾ
abarredera a.baˈre.ðe.ɾa
llovizna ʎo.ˈβis.na
escarificar es.ka.ɾi.fiˈkaɾ
huilense wiˈlen.se
condecente kon̪.deˈsen̪.te
minifalda mi.niˈfal.ða
singularmente siŋ.gu.laɾˈmen̪.te
adutaque a.ðuˈta.ke
listero lisˈte.ɾo
silicona si.liˈko.na
agror aˈɣɾoɾ
centuria senˈtu.ɾja
ubio ˈu.βjo
adestrar a.ðesˈtɾaɾ
charrasca tʃaˈras.ka
escenario es.seˈna.ɾjo
inquirir iŋ.kiˈɾiɾ
babada ba.ˈβa.ða
crujidero kɾu.xi.ˈðe.ɾo
