aaronita a.a.ɾoˈni.ta
laico ˈlaj.ko
lambda ˈlamb.ða
lambel ˈlamb.el
lamber lamˈbeɾ
lameculos la.meˈku.los
lamedal la.meˈðal
lamentable la.menˈta.βle
lamentablemente la.menˈta.βleˈmen.te
lamentador la.men.taˈðoɾ
lamento laˈmen.to
lamentoso la.menˈto.so
lamer laˈmeɾ
lametear la.me.teˈaɾ
lamparilla lam.paˈɾi.ʎa
lampo ˈlam.po
lamprea lam.ˈpɾe.a
lampuga lamˈpu.ɰa
lana ˈla.na
lance ˈlan.se
lanceolado lan.se.oˈla.ðo
lanceta lanˈse.ta
lancinante lan.siˈnan.te
lande ˈlan.de
langosta laŋˈgos.ta
languidecer laŋ.ɣi.ðeˈseɾ
languidez laŋ.giˈðes
lanzadera lan.sa.ˈðe.ɾa
laosiano la.o.ˈsja.no
lapa ˈla.pa
lapicero ˌla.pi.ˈse.ɾo
lapidar la.pi.ˈðaɾ
lapidificar la.pi.ði.fiˈkaɾ
lapso ˈlap.so
lapsus ˈlap.sus
larario laˈɾa.ɾjo
largo ˈlaɾ.go
largometraje laɾ.γo.meˈtɾa.xe
laringe laˈɾiŋ.xe
laringitis la.ɾin.ˈxi.tis
las las
lasca ˈlas.ka
lascivia laˈsi.βja
lascivo lasˈsi.βo
lastimar las.tiˈmaɾ
lastimeramente las.tiˈme.ɾaˈmen.te
lastimero las.tiˈme.ɾo
lastimosamente las.tiˈmo.saˈmen.te
lastimoso las.tiˈmo.so
lastra ˈlas.tɾa
latear la.teˈaɾ
latero la.teˈɾo
latino la.ˈti.no
latinoamericano la.ti.noa.me.ɾi.ˈka.no
latir laˈtiɾ
latitud la.tiˈtuð
latoso laˈto.so
laucha ˈlaw.tʃa
lauchero law.ˈtʃe.ɾo
laudable lawˈða.βle
laudar law.ˈðaɾ
laudatorio law.ðaˈto.ɾjo
laudo ˈlaw.ðo
laurel lawˈɾel
lauro ˈlaw.ɾo
lavable laˈβa.βle
lavadero la.βaˈðe.ɾo
lavadura la.βaˈðu.ɾa
lavaje laˈβa.xe
lavajo laˈβa.xo
lavamanos la.βaˈma.nos
lavamiento la.βaˈmjen̪.to
lavanco laˈβaŋ.ko
lavanda laˈβan.da
lavandera la.βan̪ˈde.ɾa
lavandero la.βan̪ˈde.ɾo
lavar laˈβaɾ
lavativo la.βaˈti.βo
lavatorio la.βaˈto.ɾjo
lavotear la.βo.teˈaɾ
lazareto la.sa.ˈɾe.to
le le
lealmente le.al.ˈmen̯.te
lealtad le.alˈtað
leasing ˈli.sin
lebrato le.ˈβɾa.to
lebulense le.βuˈlen.se
lecha ˈle.tʃa
leche ˈle.tʃe
lechera leˈt​͡ʃe.ɾa
lechoso leˈtʃo.so
lechuza leˈtʃu.sa
lechuzo leˈtʃu.so
leer leˈeɾ
legajo leˈɰa.xo
legalmente leˈɣalˈmen̪.te
legatario le.ɰaˈta.ɾjo
legionense le.xjoˈnen.se
legislador le.xis.laˈðor
lego ˈle.ɣo
legrar leˈgɾaɾ
legua ˈle.ɰwa
leguleyo le.ɰuˈle.ʝo
leima ˈlej.ma
leja ˈle.xa
lejano leˈxa.no
lejitos leˈxi.tos
lejos ˈle.xos
lejura leˈxu.ɾa
lelo ˈle.lo
lema ˈle.ma
lembo ˈlem.bo
lemnisco lem.ˈnis.ko
lendrera len.ˈdɾe.ɾa
lengua ˈleŋ.gwa
lenguaje leŋˈgwa.xe
leninismo le.niˈnis.mo
leninista le.niˈnis.ta
lenocinio le.noˈsi.njo
lentamente len̪.taˈmen̪.te
lente ˈlen̪.te
lenteja len̪ˈte.xa
lenteza len̪ˈte.sa
lentificar len̪.ti.fiˈkaɾ
lento ˈlen̪.to
lentura len̪ˈtu.ɾa
leo ˈle.o
leonado le.oˈna.ðo
leonero ˌle.o.ˈne.ɾo
leonino le.oˈni.no
leopardo le.o.ˈpaɾ.ðo
leotardo leo.ˈtar.do
lepe ˈle.pe
leporino le.po.ˈɾi.no
lepra ˈle.pɾa
leproso leˈpɾo.so
lerdamente ˈleɾ.ðaˈmen̪.te
lerdo ˈleɾ.ðo
les ˈles
lesbiana lesˈβja.na
lesear le.se.ˈaɾ
lesera le.ˈse.ɾa
lesionador le.sjo.naˈðoɾ
lesionar le.sjoˈnaɾ
lesivo leˈsi.βo
leso ˈle.so
letal leˈtal
letargo leˈtaɾ.ɰo
leticiano le.tiˈsja.no
letra ˈle.tɾa
letrado leˈtɾa.ðo
letrero leˈtɾe.ɾo
leucemia leʊˈse.mja
leucoma lewˈko.ma
leudar lewˈðaɾ
levadura ˈle.βaˈðu.ɾa
levantar le.βanˈtaɾ
levantino le.βan̪ˈti.no
leve ˈle.βe
levedad le.βeˈðað
levitar leβiˈtaɾ
lexema lekˈse.ma
lexical lek.siˈkal
ley lei̯
leyenda leˈʝen.da
liana ˈlja.na
liar liˈaɾ
liaza ˈlja.sa
libelo liˈβe.lo
liberador li.βe.ɾaˈðoɾ
liberalismo li.ˌβe.ɾaˈlis.mo
liberar li.βeˈɾaɾ
liberiano li.βeˈɾja.no
libertad li.βeɾ.ˈtað
libertador li.βeɾ.taˈðoɾ
libertar li.βeɾˈtaɾ
libertario li.βeɾˈta.ɾjo
liberticida li.βeɾ.tiˈsi.ða
libertinaje li.βeɾ.tiˈna.xe
liberto liˈβeɾ.to
libio ˈli.βjo
libracho liˈbɾa.tʃo
libraco liˈbɾa.ko
librazo liˈβɾa.so
librecambio li.βɾeˈkam.bjo
librejo liˈbɾe.xo
librepensador ˌli.βɾe.pen.sa.ˈðoɾ
libreril li.βɾeˈɾil
librero liˈβɾe.ɾo
libresco liˈβɾes.ko
librete liˈβɾe.te
libretista li.βɾeˈtis.ta
libreto liˈβɾe.to
licenciatura li.sen.sjaˈtu.ɾa
liceo liˈse.o
licor liˈkoɾ
licuar liˈkwaɾ
lid lið
liderato ˌli.ðeˈɾa.to
liderazgo ˌli.ðeˈɾas.ɣo
liebre ˈlje.βɾe
liego ˈlje.ɣo
liendre ˈljen.dɾe
lienzo ˈljen.so
lifting ljfˈtjŋ
ligadura li.ɣaˈðu.ɾa
ligagamba li.ɣaˈɣam.ba
ligamen liˈɣa.men
ligamento li.ɣaˈmen̪.to
ligamentoso li.ɣa.men̪ˈto.so
ligamiento li.ɣaˈmjen̪.to
ligapierna li.ɣaˈpjeɾ.na
ligar liˈɣaɾ
ligarza liˈɣaɾ.sa
ligatura li.ɣaˈtu.ɾa
ligero liˈxe.ɾo
ligona liˈɣo.na
liguero liˈɣe.ɾo
lijar li.ˈxaɾ
lila ˈli.la
limadura li.ma.ˈðu.ɾa
limar liˈmaɾ
limaza liˈma.sa
limen ˈli.men
limitadamente li.miˈta.ðaˈmen̪.te
limitado li.mi.ˈta.ðo
limitar li.miˈtaɾ
limo ˈli.mo
limonita li.moˈni.ta
limosna liˈmos.na
limosnadero li.mos.naˈðe.ɾo
limosnador li.mos.naˈðoɾ
limosnear li.mos.neˈaɾ
limosnero li.mosˈne.ɾo
limpiamiento lim.pja.ˈmjen.to
limpiar limˈpjaɾ
limpieza limˈpje.sa
linaje liˈna.xe
linao liˈna.o
linarense li.na.ɾen.se
lindamente ˈlin̪.daˈmen̪.te
lindeza lin.ˈde.sa
lindo ˈlin̪.do
linfa ˈliɱ.fa
linfocito lin.fo.ˈsi.to
lingote liŋˈgo.te
lingual liŋ.ˈgwal
linimento li.niˈmen̪.to
linyera linˈʝe.ɾa
lipidia li.ˈpi.ðja
lipiria liˈpi.ɾja
lipoma li.ˈpo.ma
lira ˈli.ɾa
lirio ˈli.ɾjo
lirismo liˈɾis.mo
lisamente li.saˈmen̪.te
lisboeta lis.βo.ˈe.ta
liso ˈli.so
lisonjeador li.soŋ.xe.aˈðoɾ
lisonjeramente li.son.xe.ɾaˈmen̪.te
lisonjero li.soŋˈxe.ɾo
listado lisˈta.ðo
listar lisˈtaɾ
listeado lis.teˈa.ðo
listel lisˈtel
listero lisˈte.ɾo
listeza lisˈte.sa
listonado lis.toˈna.ðo
listonar lis.toˈnaɾ
listonero lis.toˈne.ɾo
lisura li'su.ɾa
lita ˈli.ta
literalmente li.teˈɾalˌmen.te
literario li.teˈɾa.ɾjo
literato li.teˈɾa.to
literatura li.te.ɾa.ˈtu.ɾa
litiasis li.ˈtja.sis
litigante li.tiˈɰan.te
litio ˈli.tjo
litofotografiar ˌli.to.fo.to.ɣɾaˈfjaɾ
litografiar li.to.ɣɾaˈfjaɾ
litosfera li.tos.ˈfe.ɾa
litote liˈto.te
litotes li.ˈto.tes
litro ˈli.tɾo
lituano liˈtwa.no
liviana liˈβja.na
livianamente liˈβja.na.men̪.te
liviano liˈβja.no
lividecer li.βi.ðeˈseɾ
lixiviar li.ksiˈβjaɾ
llanta ˈʎan̪.ta
llanto ˈʝa.nto
llaullau ʎawˈʎaw
llocura ʝoˈku.ɾa
lloriquear ʝo.ɾi.keˈɾ
llovizna ʎo.ˈβis.na
loar loˈaɾ
lobby ˈlo.βi
lobo ˈlo.βo
loboso loˈβo.so
lobuno loˈβu.no
local lo.ˈkal
localidad lo.ka.liˈðað
localismo lo.ka.ˈlis.mo
locamente ˈlo.kaˈmen̪.te
locativo lo.ka.ˈti.βo
locha ˈlo.tʃa
locuacidad lo.kwa.siˈðað
locuaz loˈkwas
locura lo.ˈku.ɾa
locutor lo.kuˈtoɾ
lodazal lo.ðaˈsal
lodazar lo.ðaˈsaɾ
lodo ˈlo.ðo
lodoso loˈðo.so
logaritmo lo.ɣaˈɾit.mo
logogrifo lo.ɰoˈgɾi.fo
logomaquia lo.ɰoˈma.kja
logopedia lo.goˈpe.ðia
logos ˈlo.ɰos
lograr loˈgɾaɾ
logrear lo.gɾeˈaɾ
logrero loˈgɾe.ɾo
logro ˈlo.gɾo
lolita loˈli.ta
loma ˈlo.ma
lombardo lom.ˈbar.do
lombriz lomˈbɾis
lomo ˈlo.mo
lomudo loˈmu.ðo
lona ˈlo.na
longaniza loŋ.gaˈni.sa
longitud lon.xiˈtuð
loor loˈor
loquios ˈlo.kjos
lord loɾ
loro ˈlo.ɾo
losa ˈlo.sa
lote ˈlo̞.te
loza ˈlo.sa
lozanecer lo.sa.neˈseɾ
lozano loˈsa.no
lubricante lu.βɾiˈkan̪.te
lucero luˈse.ɾo
lucha ˈlu.ʧa
luchador lu.tʃaˈðoɾ
luchar luˈtʃaɾ
luche ˈlu.tʃe
lucidez lu.siˈðes
lucio ˈlu.sjo
lucir luˈsiɾ 
luctuoso luk.tuˈoso
ludada lu.ˈða.ða
ludibrio luˈði.βɾjo
ludir luˈðiɾ
luego ˈlwe.ɣo
lugarteniente lu.ˌɰaɾ.te.ˈnjen.te
lujo ˈlu.xo
lujosamente luˈxo.saˈmen̪.te
lujoso luˈxo.so
lujuria luˈxu.ɾja
lujuriosamente lu.xuˈɾjo.saˈmen̪.te
lujurioso lu.xuˈɾjo.so
lumbar lumˈβaɾ
lumbrera lumˈbɾe.ɾa
lumia ˈlu.mja
luminancia lu.miˈnan.sia
luminosamente lu.miˈno.saˈmen̪.te
luminosidad lu.mi.no.siˈðað
lumpen ˈlum.pen
luna ˈlu.na
lunarejo lu.naˈɾe.xo
lunes ˈlu.nes
lunfardismo lun.faɾˈðis.mo
lunfardo luɱˈfaɾ.ðo
lupa ˈlu.pa
lupanar lu.paˈnaɾ
lusco ˈlus.ko
lusitanismo lu.si.taˈnis.mo
luso ˈlu.so
luteranismo lu.te.ɾaˈnis.mo
luterano lu.teˈɾa.no .l
luz ˈlus
macabro maˈka.βɾo
macaca maˈka.ka
macadam ma.kaˈðam
macadamizar ma.ka.ða.miˈsaɾ
macaense ma.kaˈen.se
macana maˈka.na
macanudo ma.kaˈnu.ðo
macarra maˈka.ra
macedonio ma.se.ˈðo.njo
maceta ma.ˈse.ta
mach ˈmaʧ
machacar ma.tʃaˈkar
machar maˈtʃaɾ
machear ma.tʃeˈaɾ
macheta maˈtʃe.ta
machete maˈtʃe.te
machi ˈma.tʃi
machihembrar ma.tʃi.emˈβɾaɾ
machismo maˈtʃis.mo
machista maˈtʃis.ta
macilento ma.siˈlen.to
macla ˈma.kla
macona maˈko.na
macuto maˈku.to
madeja maˈðe.xa
madera maˈðe.ɾa
madreperla ma.ðɾeˈpeɾ.la
madriguera ma.ðɾiˈɰe.ɾa
madrugada ma.ðɾuˈga.ða
madrugar ma.ðɾuˈɰaɾ
maduramente maˈðu.ɾaˈmen̪.te
madurar ma.ðuˈɾaɾ
madurez ma.ðuˈɾes
maese maˈe.se
mafia ˈma.fja
magdalenense maɣ.ða.leˈnen.se
magenta maˈxen.ta
magia ˈma.xja
magma ˈmaɰ.ma
magnate maɰ.ˈna.te
magnesio maɰˈne.sjo
magnetismo maɣ.ne.'tis.mo
magnetizar maɣ.ne.tiˈsaɾ
magnificar maɣ.ni.fiˈkaɾ
magnitud maɰ.ni.ˈtud
magno ˈmag.no
mago ˈma.go
magostar ma.ɰosˈtaɾ
magosto maˈɰos.to
magrecer ma.ɣɾeˈseɾ
magrez maˈɣɾes
magro ˈmaɣ.ɾo
magrura maˈɣɾu.ɾa
maguey maˈ ɰwe i
mahometano ma.o.me.ˈta.no
mahometismo ma.o.meˈtis.mo
maicena majˈse.na
mainel majˈnel
majada ma.ˈxa.da
majadero ma.xaˈðe.ɾo
majar maˈxaɾ
majear ma.xeˈaɾ
majencia maˈxen.sja
majestad ma.xesˈtað
majestoso ma.xesˈto.so
majestuosamente ma.xesˈtwo.saˈmen.te
majestuosidad ma.xes.two.siˈðað
majestuoso ma.xesˈtwo.so
majeza maˈxe.sa
majo ˈma.xo
majolar ma.xoˈlaɾ
majoleta ma.xoˈle.ta
majoleto ma.xoˈle.to
majorana ma.xoˈɾa.na
majorca maˈxoɾ.ka
majuela maˈxwe.la
majuelo maˈxwe.lo
malabar ma.laˈβaɾ
malacara ma.laˈka.ɾa
malambo maˈlam.bo
malaquita ma.la.ˈki.ta
malaria ma.ˈla.ɾja
malayo ma.ˈla.ʝo
malcomer mal.koˈmeɾ
maldad mal.ˈdað
maldecidor mal.de.siˈðoɾ
maldecimiento mal.de.siˈmjen.to
maldecir mal.deˈsiɾ
maldiciente mal.diˈsjen.te
maldita malˈdi.ta
maleante ma.leˈan̪.te
maledicencia ma.le.diˈsen.sja
maleficio ma.leˈfi.sjo
malestar mal.es.tar
maletero ma.leˈte.ɾo
maleza maˈle.sa
malgache malˈɣa.tʃe
malgastar mal.gasˈtaɾ
malhablado ma.laˈβla.ðo
malicia maˈli.sja 
malicioso ma.liˈsjo.so
malla ˈma.ʝa
mallo ˈma.ʝo
maloca maˈlo.ka
malograr ma.loˈɣɾar
maloliente mal.oˈljen̪.te
malpensado mal.penˈsa.ðo
malsano malˈsa.no
malta ˈmal.ta
maltratamiento mal.tɾa.taˈmjen̪.to
maltratar mal.tɾaˈtaɾ
malva ˈmal.βa
malvado malˈβa.ðo
malvavisco mal.βaˈβis.ko
malversador mal.βeɾ.saˈðoɾ
malversar mal.βeɾˈsaɾ
malvivir ˌmal.βiˈβiɾ
mamada ma.ˈma.ða
mamar maˈmaɾ
mamario maˈma.ɾjo
mamarracho ma.maˈra.tʃo
mambo ˈmam.bo
mamparo mamˈpa.ɾo
mamporrero mam.poˈre.ɾo
manada maˈna.ða
manantial ma.nanˈtjal
manar maˈnaɾ
manazas maˈna.sas
mancebez man.seˈβes
mancebo manˈse.βo
mancha ˈman.tʃa
mancipar man.siˈpaɾ
manco ˈmaŋ.ko
mancomunar maŋ.ko.muˈnaɾ
mancomunidad maŋ.ko.mu.niˈðað
mandamiento man̪.daˈmjen̪.to
mandar manˈdaɾ
mandioca man̪ˈdjo.ka
mandria ˈman̪.dɾja
mandrilar man.dɾiˈlaɾ
mandurria manˈdu.rja
manejar ma.neˈxaɾ
manera ma ˈne ɾa
manganeso maŋ.gaˈne.so
manganeta maŋ.gaˈne.ta
manglar maŋˈglaɾ
mangorrero maŋ.goˈre.ɾo
maniaco maˈnja.ko
manialbo maˈnjal.βo
maniblaj ma.niˈβlax
manicomio ma.niˈko.mjo
manifestador ma.ni.fes.taˈðoɾ
manifestante ma.ni.fesˈtan̪.te
manifestar ma.ni.fesˈtaɾ
manifestativo ma.ni.fes.taˈti.βo
manifiestamente ma.niˈfjes.taˈmen̪.te
maniobra maˈnjo.βɾa
manir maˈniɾ
manojo maˈno.xo
manopla maˈno.pla
mansalva manˈsal.βa
mansedumbre man.seˈðum.bɾe
manteca manˈte.ka
mantecoso man.teˈko.so
mantel manˈtel
mantelo man̯ˈte.lo
mantenedor man̪.te.neˈðoɾ
mantener man̪.teˈneɾ
mantequilla man.teˈki.ʎa
mantilla manˈti.ʎa
mantis ˈman̪.tis
manto ˈman.to
mantudo man̪ˈtu.ðo
manual maˈnwal
manubrio ma.ˈnu.βɾjo
manumitir ma.nu.miˈtiɾ
manzana manˈsa.na
mapa ˈma.pa
mapache maˈpa.ʧe
mapo ˈma.po
mapuche maˈpu.tʃe
maque ˈma.ke
maqueta ma.ˈke.ta
maqueto maˈke.to
maqui ˈma.ki
maquinalmente ma.kiˈnalˈmen̪.te
maquinar ma.kiˈnaɾ
maquinaria ma.kiˈna.ɾja
maquinista ma.ki.ˈnis.ta
maquinizar ma.ki.niˈsaɾ
marabunta ma.ɾa.ˈβun.ta
maraca maˈɾa.ka
maracayero ma.ɾa.kaˈʝe.ɾo
maracucho ma.ɾaˈku.t͡ʃo
marasmo maˈɾas.mo
maravilloso ma.ɾa.βiˈʎo.so
marbete maɾˈβe.te
marcapasos maɾ.ka.ˈpa.sos
marcha ˈmaɾ.tʃa
marchamador maɾ.tʃa.maˈðoɾ
marchamar maɾ.tʃaˈmaɾ
marchamero maɾ.tʃaˈme.ɾo
marchamo maɾˈtʃa.mo
marchante maɾˈtʃan.te
marchar maɾˈtʃaɾ
marchitable maɾ.tʃiˈta.βle
marchitamiento maɾ.tʃi.taˈmjen.to
marchitar maɾ.tʃiˈtaɾ
marchitez maɾ.tʃiˈtes
maremoto ma.ɾeˈmo.to
mareo ma.ˈɾe.o
mareta ma.ˈɾe.ta
marga ˈma.ɾɣa
margarina maɾ.ɰaˈɾi.na
margarita maɾ.ɰaˈɾi.ta
margen ˈmaɾ.xen
margenar maɾ.xeˈnaɾ
marginal maɾ.xiˈnal
marginalidad maɾ.xi.na.liˈðað
marginar maɾ.xiˈnaɾ
margoso maɾˈgo.so
marica maˈɾi.ka
mariconera ma.ɾi.koˈne.ɾa
maricueca ma.ɾi.ˈkwe.ka
maridaje ma.ɾiˈða.xe
maridar ma.ɾiˈðaɾ
marido maˈɾi.ðo
mariguana ma.ɾiˈgwa.na
marihuana ma.ɾiˈwa.na
marina maˈɾi.na
marinaje ma.ɾiˈna.xe
marinesco ma.ɾiˈnes.ko
mariposa ma.ɾi.ˈpo.sa
mariquita ma.ɾiˈki.ta
marjoleto maɾ.xoˈle.to
marketing ˈmaɾ.ke.tiŋ
marlo ˈmaɾ.lo
marlota maɾˈlo.ta
marmaja maɾˈma.xa
maromo maˈɾo.mo
marrano ma ˈrra no
marraqueta ma.raˈke.ta
marrasquino ma.rasˈki.no
marrazo maˈra.so
marro ˈma.ro
marrubio maˈru.βjo
marrueco maˈrwe.ko
marrullar ma.ruˈʎaɾ
marsopa marˈso.pa
martes ˈmaɾ.tes
martillo maɾ.ˈti.ʎo̞
martirio maɾˈti.ɾjo
marxismo maɾkˈsis.mo
marxista maɾkˈsis.ta
masacre maˈsa.kɾe
masageta ma.saˈxe.ta
masaje maˈsa.xe
masajista ma.sa.ˈxis.ta
masar maˈsaɾ
masculino mas.kuˈli.no
masivo ma.ˈsi.βo
maslo ˈmas.lo
masora maˈso.ɾa
masoreta ma.soˈɾe.ta
mastelero mas.teˈle.ɾo
masticar mas.tiˈkaɾ
masturbar mas.tuɾˈβaɾ
matadero  ma.taˈðe.ɾo 
matafuego ma.ta.ˈfwe.ɰo
matalobos ma.ta.ˈlo.βos
matambre maˈtam.bɾe
matamoscas ma.taˈmos.kas
matanza maˈtan.sa
matapiojos ma.taˈpjo.xos
matapolvo ma.ta.ˈpol.βo
matapulgas ma.taˈpul.ɰas
mataquintos ˌma.taˈkin̪.tos
matar ma.ˈtaɾ
mateada maˈtea.ða
mateo ma.ˈte.o
materia maˈte.ɾja
material ma.te.ˈɾjal
materialismo ma.te.ɾjaˈlis.mo
materializar ma.te.ɾja.li.ˈsaɾ
materialmente ma.teˈɾjalˈmen̪.te
maternidad ma.teɾ.niˈðað
matojo ma.ˈto.xo
matorral ma.toˈral
matoso maˈto.so
matraca maˈtɾa.ka
matrero maˈtɾe.ɾo
matrimonio ma.tɾiˈmo.njo
matriz maˈtɾis
maturrango ma.tuˈraŋ.go
maular mawˈlaɾ
maxilar ma.ksiˈlaɾ
mayal maˈʝal
mayo ˈma.ʝo
mayonesa ma.ʝoˈne.sa
mayor maˈʝoɾ
mayorazguista ma.ʝo.ɾasˈɰis.ta
mayordoma ma.ʝoɾˈðo.ma
mayordomazgo ma.ʝoɾ.ðoˈmas.ɰo
mayordombre ma.ʝoɾˈðoɱ.bɾe
mayordomear ma.ʝoɾ.ðo.meˈaɾ
mayordomo ma.ʝoɾˈðo.mo
mayoridad ma.ʝo.ɾiˈðað
mayorista ma.ʝoˈɾis.ta
mayormente maˈʝoɾˈmen.te
maza ˈma.sa
mazacotudo ma.saˈko.tu.ðo
mazarota ma.saˈɾo.ta
mazo ˈma.so
mecanismo me.kaˈnis.mo
mecanizar me.ka.niˈsaɾ
mecanografiar me.ka.no.ɣɾaˈfjaɾ
mecate meˈka.te
mecenas meˈse.nas
mechero meˈtʃe.ɾo
mechonear me.tɕo.ne.ˈaɾ
medalla me.ˈða.ʎa
medallero me.ða.ˈʎe.ɾo
medialuna ˈme.dja ˈlu.na
medianoche me.ðjaˈno.t͡ʃe
mediante me.ˈðjan.te
mediastino me.ðjasˈti.no
medicamento me.ði.ka.ˈmen.to
medicastro me.diˈkas.tɾo
medicinar me.ði.siˈnaɾ
medievo meˈðje.βo
medioevo me.ðjoˈe.βo
medir meˈðiɾ
meditabundo me.ði.taˈβun̪.do
meditador me.ði.taˈðoɾ
medra ˈme.ðɾa
medroso me.ˈðɾo.so
medular me.ðu.ˈlaɾ
medusa meˈðu.sa
megahercio me.ɣaˈeɾ.sjo
megalito me.ɰaˈli.to
meiosis me.ˈjo.sis
mejicanismo me.xi.kaˈnis.mo
mejicano me.xiˈka.no
mejor meˈxoɾ
mejora meˈxo.ɾa
mejorar me.xoˈɾaɾ
mejunje meˈxuŋ.xe
melanina me.la.ˈni.na
melanita me.la.ˈni.ta
melanoma me.laˈno.ma
melaza me.ˈla.sa
melena meˈle.na
melifluo me.ˈli.flwo
melisma me.ˈlis.ma
melonar me.loˈnaɾ
melopea me.lo.ˈpe.a
membrana mem.ˈβɾa.na
membranoso mem.βɾa.ˈno.so
membrillo memˈbɾi.ʝo
memez meˈmes
memorable me.moˈɾa.ble
memoria meˈmo.ɾja
memorioso me.moˈɾjo.so
mena ˈme.na
menaje meˈnaxe
mendelevio men.de.ˈle.βjo
menguar menˈɰwaɾ
menhir meˈniɾ
menina meˈni.na
meninge me.ˈnin.xe
meningitis me.nin.ˈxi.tis
menipeo me.niˈpe.o
menisco me.ˈnis.ko
menopausia me.noˈpaw.sja
menor meˈnoɾ
menos ˈme.nos
menospreciable me.nos.pɾeˈsja.βle
menospreciar me.nos.pɾeˈsjaɾ
mensajero men.sa.ˈxe.ɾo
menso ˈmen.so
menta ˈmen.ta
mentalizar men̪.ta.liˈsaɾ
mentar men̪ˈtaɾ
mente ˈmen.te
mentir men̪.tiɾ
mentira men̪ˈti.ɾa
mentor menˈtoɾ
mequetrefe me.keˈtɾe.fe
mercachifle meɾ.kaˈʧi.fle
mercado meɾˈka.ðo
mercadotecnia meɾ.ˌka.ðo.ˈtek.nja
mercantesco meɾ.kan̪ˈtes.ko
mercantil meɾ.kan.ˈtil
merced meɾˈseð
mercurio meɾ.ˈku.ɾjo
merecedor me.ɾe.seˈðoɾ
merecer me.ɾeˈseɾ
merecidamente me.ɾeˈsi.ðaˈmen.te
merecimiento me.ɾe.siˈmjen̪.to
merendar me.ɾen̪ˈdar
merengue meˈɾeŋ.ge
meretriz me.ɾeˈtɾis
meridiano me.ɾiˈðja.no
merienda meˈɾjen.da
merindad me.ɾin.ˈdað
meristemo me.ɾis.ˈte.mo
meritar me.ɾiˈtaɾ
meritoriamente me.ɾiˈto.ɾjaˈmen̪.te
meritorio me.ɾiˈto.ɾjo
merluzo meɾˈlu.so
mermelada meɾ.meˈla.ða
mes ˈmes
mesa ˈme.sa
mesana meˈsa.na
mesar meˈsaɾ
mesenterio me.sen.ˈte.ɾjo
mesero mɛˈsɛɾo
meseta meˈse.ta
mesnada mesˈna.ða
mesosfera me.sosˈfe.ɾa
mestizaje mes.tiˈsa.xe
metabolismo me.ta.βo.ˈlis.mo
metagoge me.taˈɰo.xe
metalero me.taˈle.ɾo
metalurgia me.taˈluɾ.xia
metamorfismo me.ta.moɾˈfis.mo
metano meˈta.no
metaplasmo me.taˈplas.mo
metate meˈta.te
meteco meˈte.ko
metense meˈten.se
meteorito me.teoˈɾi.to
meteoro me.teˈo.ɾo
metepatas me.te.ˈpa.tas
meticulosamente me.ti.kuˈlo.saˈmen̪.te
meticulosidad me.ti.ku.lo.siˈðað
meticuloso me.ti.kuˈlo.so
metodismo me.toˈðis.mo
metodista me.toˈðis.ta
metopa meˈto.pa
metraje meˈtɾa.xe
mexicalense me.xi.kaˈlen.se
mexicanismo me.xi.kaˈnis.mo
mexicano me.xiˈka.no
mezcladamente mes.ˈkla.ða.ˈmen.te
mialgia ˈmial.xia
miastenia mjasˈte.nja
miau mjaw
mico ˈmi.ko
microbio miˈkɾo.βjo
microorganismo mi.kɾo.or.ɣaˈnis.mo
microscopio mi.kɾos.ˈko.pjo
midriasis miˈdɾja.sis
miedo ˈmje.ðo
miel ˈmjel
mielina mje.ˈli.na
miembro ˈmjem.bɾo
mientra ˈmjen.tɾa
mientras ˈmjen.tɾas
mientre ˈmjen.tɾe
mies mjes
migaja miˈɣa.xa
migrar miˈɣɾaɾ
mil mil
milenio miˈle.njo
milicia miˈli.sja
miliciano mi.liˈsja.no
milico miˈli.ko
miligramo mi.liˈɰɾa.mo
mililitro mi.li.ˈli.tɾo
milla ˈmi.ʎa
milonga miˈloŋ.ga
milpa ˈmil.pa
mimbroso mimˈbɾo.so
mineralogista mi.ne.ɾa.loˈxis.ta
mineromedicinal mi.ne.ɾo.me.ði.siˈnal
minifalda mi.niˈfal.ða
minimizar mi.ni.miˈsaɾ
minino miˈni.no
minio ˈmi.njo
ministerial mi.nis.teˈɾjal
ministerialismo mi.nis.te.ɾjaˈlis.mo
ministerialmente mi.nis.teˈɾjalˈmen.te
ministerio mi.nisˈte.ɾjo
ministrador mi.nis.tɾaˈðoɾ
ministrar mi.nisˈtɾaɾ
ministril mi.nisˈtɾil
ministro miˈnis.tɾo
minueto miˈnue.to
minuta miˈnu.ta
minuto mi.ˈnu.to
mio mjo
miocardio ˌmi.o.ˈkaɾ.ðjo
mirador mi.ɾaˈðoɾ
miraguano mi.ɾaˈɣwa.no
mirar mi.ˈɾaɾ
mirra ˈmi.ra
mirrado miˈra.ðo
mirtino miɾˈti.no
mirto ˈmiɾ.to
miscible mis.ˈsi.βle
miserable mi.se.ɾa.βle
miserear mi.se.ɾeˈaɾ
misericordioso mi.se.ɾ.koɾˈðjo.so
miserioso mi.seˈɾjo.so
misionar mi.sjoˈnaɾ
misionario mi.sjoˈna.ɾjo
misionero mi.sjoˈne.ɾo
mismo ˈmis.mo
miso ˈmi.so
misterio mis.ˈte.ɾjo
misteriosamente mis.teˈɾjo.saˈmen̪.te
misticismo mis.tiˈsis.mo
mistificar mis.ti.fiˈkaɾ
