aaronita a.a.4o"ni.ta
guardameta gwa4.Da"me.ta
guardamiento gwa4.Da"mjen.to
guardamonte gwa4.Da"mon.te
guardamuebles gwa4.Da"mwe.Bles
guardamujer gwa4.Da.mu"xe4
guardapapo gwa4.Da"pa.po
guardapolvo gwa4.Da"pol.Bo
guardapuerta gwa4.Da"pwe4.ta
guardar gwa4"Da4
guardarraya gwa4.Da"ra.j\a
guardarropa gwa4.Da"ro.pa
guardarruedas gwa4.Da"rwe.Das
guardasol gwa4.Da"sol
guardavela gwa4.Da"Be.la
guardia "gwa4.Dja
guardiamarina gwa4.Dja.ma"4i.na
guardoso gwa4"do.so
guaricha gwa"4i.tSa
guarir gwa"4i4
guarisapo gwa.4i"sa.po
guarismo gwa"4is.mo
guarnecer gwa4.ne"se4
guarnicionar gwa4.ni.sjo"na4
guarnir gwa4"ni4
guaroso gwa"4o.so
guarro "gwa.ro
guasca "gwas.ka
guatear Gwa.te"a4
guatemaltequismo gwa.te.mal.te"kis.mo
guateque gwa"te.ke
guatero gwa"te.4o
guay "gwaj
guayaba ɡwa"j\a.Ba
guayabo gwa.j\a.Bo
gubernamental gu.Be4.na.men"tal
gubernar gu.Be4"na4
gubernativamente gu.Be4.na"ti.Ba"men.te
gubernativo gu.Be4.na"ti.Bo
guerra "ge.ra
guerreador ge.re.a"Do4
guerrear ge.re"a4
guerreramente ge"re.4a"men.te
guerrero ge"re.4o
guiar gi"a4
guijarro gi."xa.ro
guillame gi"ʎa.me
guinche "gin.tSe
guinda "gin.da
guindo "gin.do
guindola gin."do.la
guionista gjo"nis.ta
guiri "gi.4i
guirlache gi4"la.tSe
guirnalda gi4."nal.Da
guisante gi"san.te
guiso "gi.so
guitarra gi"ta.ra
gula "gu.la
gules "gu.les
gurbio "gu4.Bjo
gurisa gu"4i.sa
gurriato gu."rja.to
gurripato gu.ri"pa.to
gurumelo gu.4u."me.lo
gusano gu"sa.no
gustar gus"ta4
gustativo gus.ta"ti.Bo
gustosamente gus"to.sa"men_d.te
gustoso gus"to.so
ha a
haba "a.Ba
habado a"Ba.Do
habano a."Ba.no
habar a"Ba4
haber a"Be4
habichuela a.Bi."t`Swe.la
habilidad a.Bi.li"DaD
habilidoso a.Bi.li"Do.so
habilitar a.Bi.li"ta4
habiloso a.bi"lo.so
habitante a.Bi"tan.te
habitar a.Bi."ta4
habitual a.Bi"twal
habitualmente a.Bi.twal"men.te
hablador a.Bla"Do4
hablar a"Bla4
hacendoso a.sen"do.so
hacha "a.tSa
hachazo a."tSa.so
hacia "a.sja
hada "a.Da
hado "a.do
halar a"la4
halconero al.ko"ne.4o
halda "al.da
halifa (h)a"li.fa
halitosis ä.li."t_do_o.s_ais_a
hallaca a"j\a.ka
hallar a"ʎa4
hallazgo a "Las.go
hallulla a"ʎu.ʎa
hamaca a"ma.ka
hamacar a.ma"ka4
hambre "am.b4e
hambriento am"b4jen.to
hambruna am"b4u.na
hamo "amo
hampa "am.pa
hampesco am"pes.ko
hangar aN"M\a4
haploide a.ploj."De
haraganear a.4a.Ga.ne"a4
hardware "(x)a4(D).we4
harina a"4i.na
harinear a.4i.ne."a4
hartada a4"ta.Da
hartar a4"ta4
hartazga a4"tas.M\a
hartazgo a4"tas.M\o
hartura a4"tu.4a
hasta "as.ta
hastial as"tjal
hatajo a."ta.xo
hatillo a"ti.ʎo
hawaiano ha.wa"ja.no
he e
hebra "e.b4a
hebraizar e.B4aj"sa4
hebreo e"B4e.o
hechura e"ʧu.4a
hectolitro ek.to."li.t4o
hediondez e"Djon_d"des
hediondo e"Djon.do
hedonismo e.Do."nis.mo
hedor e"Dor
hegeliano he.M\e"lja.no
helable e"la.Ble
helado e."la.do
helador e.la"Do4
helar e"la4
helecho e"le.tSo
helenio e"le.njo
helenismo e.le"nis.mo
helenista e.le"nis.ta
heleno e"le.no
helio "e.ljo
helipuerto e.li."pwe4.to
helminto el"min.to
helor e."lo4
hematoma e.ma"to.ma
hematosis e.ma."to.sis
hembra "em.b4a
hemeroteca e.me.4o"te.ka
hemisferio e.mis."fe.4jo
hemoglobina e.mo.glo"Bi.na
hemoptisis e.mop"ti.sis
hemorroida e.mo"roj.Da
hemorroide e.mo."roj.De
henchidura eJ.tSi"Du.4a
henchimiento eJ.tSi"mjen_d.to
hendedura en_d.de"Du.4a
hender en_d"de4
hendidura en_d.di"Du.4a
hendir en"di4
heno "e.no
henrio "en.rjo
hepatitis e.pa."ti.tis
hepatocito e.pa.to."si.to
heptagonal ep.ta.Go"nal
heraclida e.4a"kli.Da
heredad e.4e"DaD
herir e"4i4
hermafrodita e4.ma.f4o"Di.ta
hermandad e4.man"daD
hermanecer e4.ma.ne"se4
hermano e4"ma.no
hermeneuta e4.me"new.ta
hermosamente e4"mo.sa"men_d.te
hermoso e4"mo.so
hernia "e4.nja
herniarse e4"nja4.se
heroicamente e"4oj.ka"men_d.te
heroicidad e.4oj.si"DaD
heroico e"4oj.ko
heroida e"4oj.Da
herpes "e4.pes
herradura e.ra"Du.4a
herraj e"rax
herraje e."ra.xe
herramienta e.ra"mjen_d.ta
herrar e"ra4
herrera e"re.4a
herrero e"re.4o
herrezuelo e.re"swe.lo
herrumbroso e.rum"b4o.so
hervir e4"Bi4
hetaira e"taj_^.4a
heterodoxo e.te.4o."Do.kso
heterogeneidad e.te.4o.xe.nej"DaD
heterosexual %e.te.4o.sek"swal
hexagonal ek.sa.Go"nal
hez "es
hi "i
hidalgo i"Dal.M\o
hidra "i.D4a
hidrargirio i.d4a4."xi.4jo
hidratante i.D4a"tan_d.te
hidria "i.D4ia
hidrocarburo i.D4o.ka4"Bu.4o
hidrofobia i.D4o"fo.Bja
hidrosfera i.D4os."fe.4a
hidroxilo %i.D4ok"si.lo
hiel "j\el
hiemal je"mal
hiena "je.na
hierbabuena je4Ba"Bwe.na
hierbatero j\e4.ba.te"4o
higiene i"xje.ne
higo "i.Go
higroscopia i.g4os."ko.pja
higroscopicidad i.g4os.%ko.pi.si."DaD
higroscopio i.g4os."ko.pjo
higuera i"Ge.4a
hijastro i"xas.t4o
hijo "i.xo
hijuela i"Xwe.la
hijuelo i"xwe.lo
hilacha i"la.ʧa
hilado i."la.Do
hilar i"la4
hilaridad i.la.4i"DaD
hilo "i.lo
himeneo i.me"neo
himno "im.no
hincar in"ka4
hinchamiento iJ.tSa"mjen_d.to
hinchar iJ."tSa4
hinchimiento iJ.tSi"mjen_d.to
hindi "in.di
hipar i"pa4
hiperbolizar i.pe4.Bo.li"sa4
hiperboloide i.pe4.Bo"loj.De
hiperclorhidria i.pe4.klo"4i.D4ja
hiperemia i.pe4."e.mja
hiperespacio i.pe4.es"pa.sjo
hiperrealismo i.pe.re.a"lis.mo
hipertrofia i.pe4."t4o.fja
hipnotismo ip.no"tis.mo
hipo "i.po
hipoclorhidria i.po.klo"4i.D4ja
hipocondriaco i.po.kon."d4ja.ko
hipogeo i.po."xe.o
hipoteca i.po"te.ka
hipotecar i.po.te"ka4
hipotenusa i.po.te"nu.sa
hirsutismo i4.su"tis.mo
hirsuto i4"su.to
hisopo i"so.po
hispanismo is.pa"nis.mo
hispanoamericano is%pa.no.a.me.4i"ka.no
historiable is.to"4ja.Ble
historiador is.to.4ja"Do4
historial is.to"4jal
historialmente is.to"4jal"men_d.te
historiar is.to"4ja4
historicismo is.to.4i"sis.mo
historicista is.to.4i"sis.ta
historieta is.to"4je.ta
historismo is.to"4is.mo
histrionisa is.t4jo"ni.sa
hocicar o.si"ka4
hogar o"Ga4
hogaza o"ga·sa
hogo "o.Go
hoguera o"Ge.4a
hoja "o.xa
hojalata o.xa"la.ta
hojalde o"xal.de
hojaldre o"xal.d4e
hojarasca o.xa."4as.ka
hojear o.xe"a4
hojecer o.xe"se4
hola "o.la
holanda o"lan.da
holganza ol"Gan.sa
holgar ol"Ga4
holgazanear ol.Ga.sa.ne"a4
holograma o.lo"M\4a.ma
hombre "om.b4e
homenaje o.me"na.xe
homeostasis o.me.os"ta.sis
homeotermia ome.o."te4.mja
homeotermo o.me.o."te4.mo
homogeneizar o.mo.xe.nej"sa4
homosexual o.mo.sek"swal
homosexualidad %o.mo.sek.swa.li"Dad
hondamente "on_d.da"men_d.te
hondo on.do
hondura on"du.4a
honor o"no4
honorabilidad o.no.4a.Bi.li"DaD
honorable o.no"4a.Ble
honradamente on"ra.Da"men_d.te
honrado on"ra.Do
hopear o.pe"a4
hoplita o."pli.ta
hoploteca o.plo"te.ka
hora "o.4a
horca "o4.ka
horcajadura o4.ka.xa"Du.4a
horcate o4"ka.te
horda "o4.Da
horizontal o.4i.son."tal
hormiga o4"mi.Ga
hormiguero o4.mi"M\e.4o
hormona o4"mo.na
hornacina o4.na"si.na
hornillo o4."ni.ʎo
horno "o4.no
horqueta o4"ke.ta
horrar o"ra4
horrible o."ri.Ble
horriblemente o.ri.ble"men_d.te
horror [ o"ro4 
horrorosamente o.ro"4o.sa"men_d.te
horroroso o.ro"4o.so
hortaliza o4.ta"li.sa
hortelano o4.te"la.no
hosanna o."sa.na
hospedador os.pe.Da"Dor
hospital os.pi"tal
hospitalidad os.pi.ta.li"DaD
hosquedad os.ke."DaD
hostal os"tal
hostia "os.tja
hostilidad os.ti.li"DaD
hotel o"tel
hoy oj
hoya "o.j\a
hoyo "o.j\o
huaca "wa.ka
huacal gwa."kal
huaco "gwa.ko
huaino "waj.no
huarache wa"4a.tSe
huasca "gwas.ka
hucha "u.tSa
huebra "we.B_o4a
hueco "gwe.ko
huelga "wel.M\a
huelguista gwel"M\is.ta
huemul we."mul
huerfanidad we4.fa.ni"DaD
huerta "we4.ta
huerto "we4.to
hueso "we.so
hueste "M\wes.te
hueva "gwe.Ba
huevada gwe."Ba.Da
huevo 'we.Bo
huidizo u.i."Di.so
huilense wi"len.se
huilte "wil.te
huincha "gwin.tSa
huir u"i4
huiro "wi.4o
hulte "ul.te
humanidad u.ma.ni"DaD
humanismo u.ma"nis.mo
humareda u.ma."4e.Da
humedad u.me"DaD
humedecer u.me.De"se4
humidificador u.mi.Di.fi.ka"Do4
humidificar u.mi.di.fi"ka4
humildad u.mil"daD
humilde u"mil.de
humillante u.mi"ʎan_^.te
humita u"mi.ta
humus u"mus
hundir un_d"Di4
huno "u.no
huraco u."4a.ko
hurra "u.ra
hurtar u4"ta4
hurto "u4.to
husera u"se.4a
husero u"se.4o
husita u"si.ta
huso "u.so
ibis "i.Bis
icaco i."ka.ko
iconoclasta i.ko.no."klas.ta
icor i"ko4
ictiosis ik"tjo.sis
idealismo i.De.a"lis.mo
idealista i.De.a."lis.ta
ideario i.De."a.4jo
identidad i.Den_d.ti"DaD
identificar i.Den_d.ti.fi"ka4
idiolecto i.Djo."lek.to
idioma i"Djo.ma
idiosincrasia i.Djo.sin"k4a.sja
idiota i"djo.ta
idolatrar i.Do.la"t4ar
idus "i.D_ous
ignominia ig.no"mi.nja
ignominioso iG.no.mi"njo.so
ignorancia "iɡ.no.r`an.sia
ignorar ig.no."4a4
ignoto iM\"no.to
igual i"Gwal
igualadino i.Gwa.la"Di.no
igualador i.Gwa.la"Do4
igualamiento i.Gwa.la"mjen_d.to
igualanza i.Gwa"lan.sa
igualar i.Gwa"la4
igualatorio i.Gwa.la"to.4jo
igualdad i.Gwal"daD
igualeza i.Gwa"le.sa
igualitario i.Gwa.li"ta.4jo
igualitarismo i.Gwa.li.ta"4is.mo
igualmente i"Gwal"men_d.te
iguana i"gwa.na
iguanodonte i.Gwa.no"Don.te
iguar i"Gwa4
ijada i"xa.Da
ijadear i.xa.De"a4
ijar i"xa4
ilativo i.la"ti.Bo
ilegible i.le"xi.Ble
ileso i"le.so
ilimitado i.li.mi"ta.Do
iluminador i.lu.mi.na"Do4
iluminar i.lu.mi"na4
ilusionar i.lu.sjo"na4
iluso i"lu.so
ilustrador i.lus.tra"Do4
ilustre i"lus.t4e
imagen i"ma.xen
imaginar i.ma.xi"na4
imam i"mam
imbecilidad im.be.si.li"DaD
imbele im"be.le
imberbe im"be4.Be
imbricar im.b4i"ka4
imitar i.mi"ta4
impaciente im.pa"sjen.te
impactar im.pak"ta4
impalpable im.pal"pa.Ble
imparable im.pa"4a.Ble
imparcial im.pa4."sjal
imparcialidad im.pa4.sja.li."DaD
impasible im.pa"si.Ble
impedimento im.pe.Di."men.to
impenitencia im.pe.ni"ten=.cja
impenitente im.pe.ni"ten_d.te
impensable im.pen"sa.Ble
imperativo im.pe.4a"ti.Bo
imperdonable im.pe4.Do"na.Ble
imperecedero im.pe.4e.se"De.4o
imperial im.pe"4jal
imperialismo im.pe.4ja"lis.mo
imperialista im.pe.4ja"lis.ta
impericia im.pe"4i.sja
imperiosamente im.pe"4jo.sa"men_d.te
imperioso im.pe"4jo.so
impermeabilidad im.pe4.mea.Bi.li"DaD
impermeable im.pe4.me"a.Ble
impersonal im.pe4.so"nal
impertinente im.per.ti"nen_d.te
impetuosamente im.pe"two.sa"men_d.te
implacable im.pla"ka.Ble
implacablemente im.pla"ka.Ble"men_d.te
implementar im.ple.men"tar
implicar im.pli"ka4
implosivo im.plo"si.Bo
impoluto im.po"lu.to
imponer im.po"ne4
importancia im.po4"tan.sja
importante im.po4"tan_d.te
importar im.po4"ta4
importunadamente im.po4.tu"na.Da"men.te
importunamente im.po4"tu.na"men.te
importunar im.po4.tu"na4
importunidad im.po4.tu.ni"DaD
imposibilidad im.po.si.Bi.li"DaD
imposibilitado im.po.si.Bi.li"ta.Do
imposibilitar im.po.si.Bi.li"ta4
imposible im.po"si.Ble
imposiblemente im.po"si.Ble"men.te
impostor im.pos"to4
imprecar im.p4e"ka4
impregnable im.p4eG"na.Ble
impregnar im.p4eG"na4
impremir im.p4e"mi4
imprenta im"p4en.ta
impresa im"p4e.sa
imprescindible im.p4es.sin."di.Ble
impresionar im.p4e.sjo"na4
impresor im.p4e"so4
imprestable im.p4es"ta.Ble
imprevisible im.p4e.Bi"si.Ble
imprimar im.p4i"ma4
imprimidor im.p4i.mi"Do4
imprimir im.p4i"mi4
impronta im"pronta
impropio im"p4o.pjo
improprio im"p4o.p4jo
improvisador im.p4o.Bi.sa"Do4
improvisar im.p4o.Bi"sa4
imprudencia im.p4u."Den.sja
impugnar im.puG"nar
impulsar im pul "sar
impulso im."pul.so
impune im"pu.ne
impunidad im.pu.ni"DaD
impuntual im.pun"twal
impureza im.pu"4e.sa
impurificar im.pu.4i.fi"ka4
imputar im.pu"ta4
inalienable i.na.lje"na.Ble
inane i"na.ne
inapelable i.na.pe"la.Ble
inaugural i.naw.M\u"4al
inca "iN.ka
incaico in"kaj.ko
incapacidad iN.ka.pa.si"DaD
incapacitar iN.ka.pa.si."ta4
incauto in"kaw.to
incendiar in.sen"dja4
incendiario in.sen"dja.4jo
incendio in"sen.djo
incertidumbre in.se4.ti."Dum.B4e
incesto in"ses.to
incierto in"sje4.to
incipiente in.si"pjen.te
incisivo in.si."si.Bo
inclinador iN.kli.na"Do4
inclinar iN.kli"na4
incluir iN.klu"i4
inclusa iN"klu.sa
inclusero iN.klu"se.4o
inclusive iN.klu"si.Be
inclusivo iN.klu"si.Bo
incoar iN.ko"a4
incognoscible iN.ko(M\).nos"si.Ble
incomodar iN.ko.mo"Da4
incomodidad iN.ko.mo.Di"DaD
incomparable iN.kom.pa"4a.Ble
incomparablemente iN.kom.pa"4a.Ble"men_d.te
incomparado iN.kom.pa"4a.Do
incompartible iN.kom.pa4"ti.Ble
incompasible iN.kom.pa"si.Ble
incompasivo iN.kom.pa"si.Bo
incompatible in.kom.pa"ti.Ble
incompensable iN.kom.pen"sa.Ble
incompetencia iN.kom.pe"ten.sja
incompetente iN.kom.pe"ten_d.te
incompletamente iN.kom"ple.ta"men_d.te
incomplexo iN.kom"ple.kso
incomponible iN.kom.po"ni.Ble
incomunicar iN.ko.mu.ni"ka4
inconsulto iN.kon"sul.to
incontrovertible iN.kon.t4o.Be4."ti.Ble
incorporar in.ko4.po."4a4
incrasar iN.k4a"sa4
increado iN.k4e"a.Do
incredibilidad iN.k4e.Di.Bi.li"DaD
incredulidad iN.k4e.Du.li"DaD
incrementar iN.k4e.men"ta4
incremento iN.k4e"men.to
increpar in.k4e"pa4
incruento iN"k4wen.to
inculcar iN.kul"ka4
incultamente iN"kul.ta"men_d.te
incultivable %iN.kul.ti"Ba.Ble
incultivado %iN.kul.ti"Ba.Do
inculto iN"kul.to
incultura %iN.kul"tu.4a
incumbencia in.kuF"ben.sja
incumbir iN.kum"bi4
incunable iN.ku"na.Ble
incurable iN.ku"4a.Ble
incuria in"ku.4ja
incursionar iN.ku4.sjo"na4
incurvar iN.ku4"Ba4
indagar in.da"Ga4
indebido in"de.Bi.Do
indecible in.de"si.Ble
indefectible in.de.fek"ti.Ble
indehiscente in.de.is"sen.te
indeliberadamente in_d.de.li.Be"4a.Da"men_d.te
indemne in"dem.ne
independencia in_d.de.pen_d"den.sja
independentista in.de.pen.den"tis.ta
independientemente in_d.De.pen_d"Djen_d.te.men_d.te
independizar in_d.de%pen_d.di"sa4
indeterminado in_d.de.te4.mi"na.Do
indevoto in.de"Bo.to
indezuelo in.de"swe.lo
indiada in"dja.Da
indiana in"dja.na
indianista in.dja"nis.ta
indiano in"dja.no
indicador in.di.ka"Do4
indicante in.di"kan.te
indicar in.di"ka4
indicativo in.di.ka"ti.Bo
indicio in"di.sjo
indiferencia in.di.fe"4en.sja
indiferente in.di.fe"4en.te
indignamente in_d"diG.na"men_d.te
indignar in_d.diG"na4
indignidad in_d.diG.ni"DaD
indio "in.djo
indisculpable in.dis.kul"pa.Ble
individualidad in.di.Bi.Dwa.li"DaD
individualista in.di.Bi.Dwa"lis.ta
individualmente in_d.di.Bi"dwal.men_d.te
individuo in.di"Bi.dwo
indoeuropeo %in.do.ew.4o"pe.o
indolencia in.do"len.sja
indomable in.do."ma.Ble
indonesio in.do."ne.sjo
inductivo in.duk"ti.Bo
indudablemente in.du%Da.Ble"men_d.te
indulgente in_^.dul"xen_^.te
industria in"dus.t4ja
industrial in.dus"t4jal
inefable i.ne"fa.Ble
inepcia i"nep.sja
ineptitud i.nep.ti.tuD
inepto i"nep.to
inercia i"ne4.sja
inescrutable i.nes.k4u"ta.Ble
inesperadamente ĩ.nes.pe.ra.Da."mẽn̦.te
inesperado i.nes.pe"4a.Do
inestable i.nes"ta.Ble
inevitablemente i.ne.Bi"ta.Ble.%men.te
inexperto in.eks"pe4.to
inexpresable in.eks.p4e"sa.Ble
inexpresivo in.eks.p4e"si.Bo
inextinguible in.eks.tiN."gi.Ble
infalible iF.fa"li.Ble
infancia in"fan.sja
infante in"fan.te
infartar in.fa4."ta4
infarto in."fa4.to
infatigable iF.fa.ti"Ga.Ble
infatigablemente iF.fa.ti"Ga.Ble"men_d.te
infeccionar iN.fek.sjo"na4
infeccioso in.fek"sjo.so
infecundarse iF.fe.kun_d"da4.se
infecundidad iF.fe.kun_d.di"DaD
infelicidad in.fe.li.si."DaD
infeliz in.fe."lis
inferencia in.fe."4en.sja
inferioridad in.fe.4jo.4i"DaD
infernal iF.fe4"nal
infestar iF.fes"ta4
inficionar iN.fi.sjo"na4
infidelidad in.fi.De.li."DaD
infijo in"fi.xo
infinitesimal in.fi.%ni.te.si."mal
infinitivo in.fi.ni."ti.Bo
infinito iF.fi.ni.to
inflamable in.fla."ma.Ble
inflamador in.fla.ma."Do4
inflamamiento in.fla.ma."mjen.to
inflamar iF.fla"ma4
inflamatorio in.fla.ma."to.4jo
inflar iF"fla4
inflorescencia in.flo.4e"sen.sja
influenza in.flu"en.sa
informador in.fo4.ma"Do4
informal in.fo4"mal
informalidad in.fo4.ma.li"DaD
informar in.fo4"ma4
informatizar iF.fo4.ma.ti"sa4
informe in"fo4.me
infortunadamente iF.fo4.tu"na.Da"men_d.te
infortunado iF.fo4.tu"na.Do
infortunio in.fo4"tu.njo
infortuno iF.fo4"tu.no
infraganti iF.f4a"Gan_d.ti
infrahumano %in.f4a.u."ma.no
infrautilizar %iF.f4aw.ti.li"sa4
infravalorar %iF.f4a.Ba.lo"4a4
infructuosamente iF.f4uk"two.sa"men_d.te
infructuosidad iF.f4uk.two.si"DaD
infumable in.fu"ma.Ble
infundio in"fun.djo
infundir in.fun_d,di4
infusorio in.fu.so"4jo
ingeniar in.xe"nja4
ingeniatura in.xe.nja"tu.4a
ingeniero iN.xe."nje.4o
ingenio iN"xe.njo
ingeniosamente in.xe"njo.sa"men.te
ingeniosidad in.xe.njo.si"DaD
ingenioso in.xe"njo.so
ingente iN"xen_^.te
ingerir iN.xe"4i4
ingle "iN.gle
ingratamente iN"g4a.ta"men_d.te
ingratitud iN.g4a.ti"tuD
ingrato iN"g4a.to
ingrediente iN.g4e"Djen.te
ingresar iN=.G4e"sa4
inhabitado in.a.Bi"ta.Do
inherente i.ne"4en.te
inhibir in.i"Bi4
iniciar i.ni."sja4
inicuo i"ni.kwo
inigualable in.i.Gwa"la.Ble
inigualado in.i.Gwa"la.Do
inimputable ĩ"nĩm.pũ.tã.blẽ
ininteligible in.in.te.li"xi.Ble
ininterrumpido i.nin_d.te.rum"pi.Do
iniquidad i.ni.ki"DaD
injeridura iN.xe.4i"Du.4a
injerir iN.xe"4i4
injuriador iN.xu.4ja"Do4
injuriamiento iN.xu.4ja"mjen_d.to
injuriante iN.xu"4jan_d.te
injuriar iN.xu"4ja4
injuriosamente iN.xu"4jo.sa"men_d.te
injurioso iN.xu"4jo.so
injustamente iN"xus.ta"men_d.te
injusticia iN.xus"ti.sja
injustificable iN.xus.ti.fi"ka.Ble
injustificadamente iN.xus.ti.fi"ka.Da"men_d.te
injusto iN."xus.to
inmarcesible im.ma4.se"si.ble
inmaterial in.ma.te"4jal
inmediatamente in.me"Dja.ta"men.te
inmediato in.me"Dja.to
inmensamente in"men.sa"men_d.te
inmensidad in.men.si"DaD
inmenso in"men.so
inmerecidamente in.me.4e"si.Da"men_d.te
inmerecido in.me.4e"si.Do
inmeritorio in.me.4i"to.4jo
inmigrante in.mi"G4an_d.te
inmigrar in.mi"G4a4
inmiscuir in.mis.ku"i4
inmisericorde in.mi.se.4i"ko4.De
inmoralidad in.mo.4a.li"DaD
inmueble in."mwe.Ble
inmune in"mu.ne
innovador in.no.Ba"Do4
innovar in.no"Ba4
inocencia i.no"sen.sja
inocuo i"no.kwo
inodoro i.no"Do.4o
inopinadamente i.no.pi.na.Da."men.te
inoxidable i.no.ksi"Da.Ble
inquietar iN.kje"ta4
inquietud iN.kje"tuD
inquinar iN.ki"na4
inquiridor iN.ki.4i"Do4
inquirir iN.ki"4i4
insacular in.sa.ku"la4
insalubridad in.sa.lu.B4i"DaD
insanable in.sa"na.Ble
inscribir ins.k4i"Bi4
inscripto ins"k4ip.to
inscrutable ins.k4u"ta.Ble
insectario in.sek"ta.4jo
insecto in"sek.to
insensatez in.sen.sa"tes
insensato in.sen"sa.to
insensibilidad in.sen.si.Bi.li"DaD
insensible in.sen."si.Ble
insepulto in.se"pul.to
inserir in.se"4i4
insignificancia in.siG.ni.fi"kan_d.sja
insignificante in.siG%ni.fi"kan.te
insimular in.si.mu"la4
insinuador in.si.nwa"Do4
insinuante in.si"nwan_d.te
insinuar in.si"nwa4
insinuativo in.si.nwa"ti.Bo
insistente in.sis"ten_d.te
insistentemente in.sis%ten_d.te"men_d.te
insistir in.sis"ti4
insolencia in.so"len.sja
insolente in.so"len_d.te
insolvencia in.sol"Ben.sja
insolvente in.sol"Ben_d.te
insomne in"som.ne
insomnio in."som.njo
inspeccionar ins.pek"sjo.na4
inspector ins.pek"to4
inspirar ins.pi."4a4
instante ins"tan_d.te
instaurar ins.tau"4a4
instintivo ins.tin"ti.Bo
instinto ins."tin.to
instituto ins.ti"tu.to
instructivamente ins.t4uk"ti.Ba"men_d.te
instructivo ins.t4uk"ti.Bo
instructor ins.t4uk"to4
instrumental ins.t4u.men"tal
instrumento ins.t4u"men_d.to
insuficiencia in.su.fi"sjen.sja
insuficiente in.su.fi"sjen_d.te
insuflar in_d .su"fla4
insular in.su."lar
insulina in.su"li.na
insulso in"sul.so
insustancial in.sus.tan_d"sjal
insustancialmente in.sus.tan_d"sjal.men_d.te
integrismo in.te."g4is.mo
integrista in.te."g4is.mo
intelectualidad in_d.te.lek.twa.li"Das
inteligible in.te.li."xi.Ble
intendente in_d.ten_d"den_d.te
intender in_d.ten_d"de4
intensidad in_d.ten.si"DaD
intensivamente in.ten"si.Ba"men.te
intensivo in.ten"si.Bo
intenso in"ten.so
intentar in.ten"ta4
intentona in.ten"to.na
intercadente in.te4.ka."Den.te
intercambiar in_d.t_der.kam"bja4
interesable in.te.4e"sa.Ble
interesadamente in.te.4e"sa.Da"men.te
interesado in.te.4e"sa.Do
interesal in.te.4e"sal
interesante in.te.4e"san_d.te
interesar in.te.4e"sa4
interese in.te"4e.se
interferencia in.te4.fe"4en.sja
interferir in_d.te4.fe"4i4
interfijo in_d.te4"fi.xo
interior in.te."4jo4
interlocutor in.ter.lo.ku."tor
interludio in.te4"lu.Djo
intermaxilar %in_d.te4.ma.ksi"la4
intermitente in.te4.mi"ten.te
internacionalidad in_^.te4.na.sjo.na.li"DaD
internacionalismo in.te4.na.sjo.na"lis.mo
interno in."te4.no
interpelar in.te4.pe"la4
interpretar in.te4.p4e."ta4
interracial in.te.ra"sjal
interrogador in_d.te.ro.Ga"Do4
interrogante in_d.te.ro"Gan_d.te
interrogar in_d.te.ro"Ga4
interrogativamente %in_d.te.ro.Ga"ti.Ba"men_d.te
interrogativo %in_d.te.ro.Ga"ti.Bo
interrogatorio in.te.ro.Ga"to.4jo
interrumpir in_d.te.rum"pi4
interruptor in.te.rup"to4
intervenir in.te4.Be"ni4
intestinal in_d.tes.ti"nal
inti "in.ti
intimidad in.ti.mi"DaD
intimidar in_d.ti.mi"Da4
intocable in.to."ka.Ble
intracelular %in.t4a.se.lu"la4
intranquilidad in.t4aN.ki.li"DaD
intransitivo in_d%t4an.si"ti.Bo
intrascendente in_d.t4as.sen_d"den_d.te
intruso in_d"t4u.so
intuicionismo %in.twi.sjo"nis.mo
intuir in_d.twi4
intuitivamente in_d.twi"ti.Ba"men_d.te
intuitivo in_d.twi"ti.Bo
intuito in_d"twi.to
intumescente in.tu.me."sen.te
inundar i.nun_d"da4
invadir im.ba"Di4
invariable ĩm.ba.4ja.Ble
invariablemente in.ba."4ja.Ble.men.te
invenir iF.be"ni4
inventivo im.ben_d."ti.Bo
invento im."ben.to
inverecundo im.be.4e"kun.do
invernadero in.be4.na"De.4o
invernal im.be4"nal
invernar im.be4"na4
invertebrado im.be4.te"B4a.Do
investigador im.bes.ti.Ga"Do4
investigar im.bes.ti"M\a4
invicto im"bik.to
invisibilidad im.bi.si.Bi.li"DaD
invisible im.bi"si.Ble
invisiblemente im.bi"si.Ble"men.te
invitador imbi.ta"Do4
invitar im.bi"ta4
invitatorio im.bi.ta"to.4jo
invocador im.bo.ka"Do4
invocar im.bo"ka4
invocatorio im.bo.ka"to.4jo
involucrar im.bo.lu"k4a4
involuntariamente im.bo.lun"ta.4ja"men.te
ir i4
iracundo i.4a."kun.Do
iris "i.4is
irracional i.ra.sjo"nal
irreconocible %i.re.ko.no"si.Ble
irreflexivamente i.re.flek"si.Ba.men_d.te
irregular i.re.M\u"la4
irregularidad i.re.M\u.la.4i"DaD
irrelevancia i.re.le"Ban_d.sja
irrelevante i.re.le."Ban.te
irrepetible i.re.pe."ti.Ble
irrespetar i.res.pe"ta4
irrespeto i.res"pe.to
irrespetuosidad i%res.pe.two.si"DaD
irrespetuoso i.res.pe"two.so
irritabilidad i.ri.ta.Bi.li."DaD
irritable i.ri."ta.Ble
irritador i.ri.ta."Do4
irritante i.ri."tan.te
isa "i.sa
isba "is.ba
isla "is.la
islam is"lam
islamismo is.la"mis.mo
islamita is.la"mi.ta
islote is"lo.te
